,Agenda_issue,Belieftruth_tree,Burnt,Camp_site,Chosen_instrument,Empty,Firefighters,Prevention,Run_number,Thick_forest,Thin_forest
135,2,"[-0.36133, -0.42592, -0.94485, -0.81565, 0.093, 0.207, -0.69833, 0.8, 1.0, -0.1148]",3037,1207,12.0,4426,9.999999999999628e-136,0.009999990992252288,17,66,905
136,2,"[-0.36051, -0.42181, -0.9435, -0.8209, 0.09988, 0.173, -0.68633, 0.8, 1.0, -0.115]",2985,1173,12.0,4425,9.999999999999628e-137,0.009999991893027058,17,63,941
137,2,"[-0.3594, -0.4177, -0.9458, -0.8292, 0.1104, 0.119, -0.69767, 0.8, 1.0, -0.1172]",3120,1119,12.0,4414,9.999999999999624e-138,0.009999992703724352,17,59,907
138,2,"[-0.35948, -0.42073, -0.9429, -0.8204, 0.10144, 0.178, -0.67733, 0.8, 1.0, -0.1032]",2961,1178,12.0,4484,9.999999999999626e-139,0.009999993433351917,17,58,968
139,2,"[-0.3586, -0.41892, -0.94685, -0.8262, 0.109, 0.14, -0.70167, 0.8, 1.0, -0.1038]",3053,1140,12.0,4481,9.99999999999963e-140,0.009999994090016725,17,56,895
140,2,"[-0.35819, -0.41989, -0.9475, -0.8241, 0.10772, 0.156, -0.7, 0.8, 1.0, -0.0954]",3016,1156,12.0,4523,9.999999999999629e-141,0.009999994681015052,17,50,900
141,2,"[-0.35677, -0.41695, -0.9441, -0.82375, 0.1102, 0.154, -0.69033, 0.8, 1.0, -0.0824]",2891,1154,12.0,4588,9.999999999999625e-142,0.009999995212913546,17,63,929
142,2,"[-0.35791, -0.42192, -0.94435, -0.81635, 0.10052, 0.203, -0.693, 0.8, 1.0, -0.0816]",2889,1203,12.0,4592,9.999999999999622e-143,0.009999995691622191,17,64,921
143,2,"[-0.35777, -0.42362, -0.94415, -0.81245, 0.09692, 0.228, -0.69467, 0.8, 1.0, -0.074]",2823,1228,12.0,4630,9.999999999999622e-144,0.009999996122459972,17,67,916
144,2,"[-0.35694, -0.41926, -0.9454, -0.82075, 0.10688, 0.176, -0.693, 0.8, 1.0, -0.0782]",2861,1176,12.0,4609,9.999999999999624e-145,0.009999996510213974,17,57,921
145,2,"[-0.35759, -0.42254, -0.94785, -0.81795, 0.10276, 0.198, -0.69933, 0.8, 1.0, -0.0788]",2860,1198,12.0,4606,9.999999999999624e-146,0.009999996859192577,17,47,902
146,2,"[-0.356, -0.41704, -0.94905, -0.82695, 0.11496, 0.134, -0.71933, 0.8, 1.0, -0.0794]",2980,1134,12.0,4603,9.999999999999617e-147,0.00999999717327332,17,59,842
147,2,"[-0.35917, -0.42517, -0.9485, -0.8165, 0.09816, 0.206, -0.70867, 0.8, 1.0, -0.0928]",2953,1206,12.0,4536,9.999999999999619e-148,0.009999997455945988,17,52,874
148,2,"[-0.35964, -0.42531, -0.94795, -0.8166, 0.09732, 0.206, -0.703, 0.8, 1.0, -0.0974]",2973,1206,12.0,4513,9.999999999999619e-149,0.009999997710351389,17,50,891
149,2,"[-0.35914, -0.42249, -0.94855, -0.82185, 0.10356, 0.172, -0.704, 0.8, 1.0, -0.1008]",3015,1172,12.0,4496,9.999999999999616e-150,0.00999999793931625,17,47,888
150,2,"[-0.35809, -0.42037, -0.9483, -0.82375, 0.10756, 0.161, -0.69733, 0.8, 1.0, -0.0928]",2998,1161,12.0,4536,9.999999999999613e-151,0.009999998145384624,17,42,908
151,2,"[-0.3617, -0.4289, -0.94885, -0.81445, 0.09104, 0.223, -0.701, 0.8, 1.0, -0.1134]",3044,1223,12.0,4433,9.999999999999616e-152,0.009999998330846162,17,42,897
152,2,"[-0.36079, -0.42614, -0.94765, -0.81695, 0.09536, 0.203, -0.703, 0.8, 1.0, -0.1098]",3044,1203,12.0,4451,9.999999999999613e-153,0.009999998497761547,17,52,891
153,2,"[-0.36135, -0.42863, -0.9459, -0.81135, 0.08864, 0.237, -0.70133, 0.8, 1.0, -0.1074]",2967,1237,12.0,4463,9.999999999999615e-154,0.009999998647985392,17,62,896
154,2,"[-0.36011, -0.42409, -0.9483, -0.82035, 0.10012, 0.181, -0.70533, 0.8, 1.0, -0.1084]",3027,1181,12.0,4458,9.999999999999612e-155,0.009999998783186853,17,50,884
155,2,"[-0.35855, -0.41868, -0.94895, -0.8287, 0.1116, 0.126, -0.70767, 0.8, 1.0, -0.1064]",3105,1126,12.0,4468,9.999999999999609e-156,0.009999998904868168,17,48,877
156,2,"[-0.35926, -0.41856, -0.9468, -0.8282, 0.10968, 0.128, -0.69733, 0.8, 1.0, -0.1132]",3094,1128,12.0,4434,9.999999999999611e-157,0.009999999014381351,17,52,908
157,2,"[-0.36116, -0.42454, -0.9432, -0.81645, 0.09412, 0.203, -0.68333, 0.8, 1.0, -0.114]",3024,1203,12.0,4430,9.999999999999603e-158,0.009999999112943216,17,62,950
158,2,"[-0.35996, -0.42068, -0.94405, -0.8226, 0.10268, 0.166, -0.677, 0.8, 1.0, -0.1106]",2960,1166,12.0,4447,9.999999999999606e-159,0.009999999201648894,17,50,969
159,2,"[-0.35836, -0.41871, -0.9475, -0.8268, 0.11008, 0.137, -0.703, 0.8, 1.0, -0.102]",3039,1137,12.0,4490,9.999999999999604e-160,0.009999999281484005,17,53,891
160,2,"[-0.3587, -0.41823, -0.9467, -0.82765, 0.11024, 0.132, -0.69567, 0.8, 1.0, -0.1066]",3080,1132,12.0,4467,9.999999999999602e-161,0.009999999353335605,17,51,913
161,2,"[-0.35787, -0.41702, -0.94805, -0.82975, 0.114, 0.116, -0.71067, 0.8, 1.0, -0.1026]",3122,1116,12.0,4487,9.999999999999596e-162,0.009999999418002043,17,57,868
162,2,"[-0.35838, -0.41918, -0.94595, -0.82435, 0.1076, 0.151, -0.69967, 0.8, 1.0, -0.099]",3022,1151,12.0,4505,9.999999999999584e-163,0.009999999476201839,17,60,901
163,2,"[-0.36075, -0.42826, -0.94155, -0.80655, 0.08504, 0.268, -0.67533, 0.8, 1.0, -0.0938]",2827,1268,12.0,4531,9.999999999999581e-164,0.009999999528581655,17,65,974
164,2,"[-0.35974, -0.42464, -0.9422, -0.8124, 0.09292, 0.229, -0.67967, 0.8, 1.0, -0.0934]",2831,1229,12.0,4533,9.999999999999581e-165,0.009999999575723489,17,65,961
165,2,"[-0.35589, -0.41174, -0.9462, -0.8345, 0.12272, 0.086, -0.69333, 0.8, 1.0, -0.09]",2985,1086,12.0,4550,9.999999999999574e-166,0.00999999961815114,17,52,920
166,2,"[-0.35825, -0.41847, -0.94595, -0.8255, 0.109, 0.144, -0.69767, 0.8, 1.0, -0.0994]",3001,1144,12.0,4503,9.999999999999571e-167,0.009999999656336026,17,58,907
167,2,"[-0.35868, -0.41883, -0.9463, -0.826, 0.10864, 0.138, -0.708, 0.8, 1.0, -0.1056]",3076,1138,12.0,4472,9.999999999999565e-168,0.009999999690702423,17,66,876
168,2,"[-0.35813, -0.41724, -0.94415, -0.82595, 0.10968, 0.137, -0.69767, 0.8, 1.0, -0.1006]",3064,1137,12.0,4497,9.999999999999565e-169,0.00999999972163218,17,70,907
169,2,"[-0.35732, -0.4189, -0.94575, -0.8226, 0.10796, 0.165, -0.69133, 0.8, 1.0, -0.0846]",2914,1165,12.0,4577,9.99999999999956e-170,0.009999999749468962,17,53,926
170,2,"[-0.35791, -0.42077, -0.94605, -0.82035, 0.10452, 0.178, -0.69933, 0.8, 1.0, -0.0876]",2919,1178,12.0,4562,9.99999999999956e-171,0.009999999774522065,17,59,902
171,2,"[-0.36128, -0.43198, -0.9466, -0.8052, 0.08264, 0.279, -0.703, 0.8, 1.0, -0.096]",2902,1279,12.0,4520,9.999999999999549e-172,0.009999999797069859,17,59,891
172,2,"[-0.35967, -0.42562, -0.947, -0.8151, 0.09576, 0.216, -0.69667, 0.8, 1.0, -0.0952]",2906,1216,12.0,4524,9.99999999999955e-173,0.009999999817362873,17,50,910
173,2,"[-0.35894, -0.42229, -0.9455, -0.8188, 0.10092, 0.192, -0.68467, 0.8, 1.0, -0.0938]",2914,1192,12.0,4531,9.99999999999954e-174,0.009999999835626586,17,48,946
174,2,"[-0.35999, -0.42712, -0.94695, -0.8127, 0.09272, 0.232, -0.69633, 0.8, 1.0, -0.0944]",2888,1232,12.0,4528,9.999999999999544e-175,0.009999999852063927,17,50,911
175,2,"[-0.35894, -0.41976, -0.9474, -0.82575, 0.10788, 0.145, -0.69933, 0.8, 1.0, -0.1056]",3023,1145,12.0,4472,9.99999999999954e-176,0.009999999866857534,17,50,902
176,2,"[-0.35909, -0.42057, -0.94925, -0.8263, 0.10812, 0.142, -0.70967, 0.8, 1.0, -0.1078]",3089,1142,12.0,4461,9.999999999999537e-177,0.009999999880171782,17,48,871
177,2,"[-0.35883, -0.41933, -0.9471, -0.8261, 0.10844, 0.142, -0.69933, 0.8, 1.0, -0.1054]",3090,1142,12.0,4473,9.999999999999537e-178,0.009999999892154603,17,52,902
178,2,"[-0.35857, -0.41917, -0.9473, -0.8261, 0.10896, 0.144, -0.69467, 0.8, 1.0, -0.102]",3050,1144,12.0,4490,9.999999999999539e-179,0.009999999902939143,17,46,916
179,2,"[-0.35721, -0.41768, -0.94685, -0.8259, 0.11148, 0.146, -0.68967, 0.8, 1.0, -0.0878]",2999,1146,12.0,4561,9.999999999999531e-180,0.00999999991264523,17,44,931
180,2,"[-0.35654, -0.41658, -0.94365, -0.82355, 0.11048, 0.157, -0.68233, 0.8, 1.0, -0.079]",2883,1157,12.0,4605,9.99999999999952e-181,0.009999999921380707,17,58,953
181,2,"[-0.35774, -0.42474, -0.94535, -0.81135, 0.09588, 0.236, -0.70067, 0.8, 1.0, -0.0716]",2826,1236,12.0,4642,9.999999999999523e-182,0.009999999929242637,17,65,898
182,2,"[-0.35916, -0.42978, -0.94705, -0.8058, 0.08748, 0.277, -0.7, 0.8, 1.0, -0.075]",2796,1277,12.0,4625,9.999999999999526e-183,0.009999999936318373,17,53,900
183,2,"[-0.35748, -0.4227, -0.95065, -0.8202, 0.10524, 0.185, -0.712, 0.8, 1.0, -0.0806]",2922,1185,12.0,4597,9.999999999999526e-184,0.009999999942686535,17,41,864
184,2,"[-0.35696, -0.41866, -0.9482, -0.8248, 0.11088, 0.149, -0.71167, 0.8, 1.0, -0.0852]",2967,1149,12.0,4574,9.999999999999528e-185,0.009999999948417881,17,57,865
185,2,"[-0.3568, -0.4189, -0.95, -0.8258, 0.1122, 0.145, -0.71567, 0.8, 1.0, -0.0842]",3009,1145,12.0,4579,9.99999999999952e-186,0.009999999953576094,17,49,853
186,2,"[-0.35851, -0.42359, -0.9509, -0.82075, 0.10372, 0.182, -0.71167, 0.8, 1.0, -0.0916]",3011,1182,12.0,4542,9.999999999999513e-187,0.009999999958218484,17,39,865
187,2,"[-0.35825, -0.4225, -0.9486, -0.8201, 0.1036, 0.184, -0.70333, 0.8, 1.0, -0.0888]",2950,1184,12.0,4556,9.999999999999515e-188,0.009999999962396635,17,46,890
188,2,"[-0.35879, -0.42307, -0.94785, -0.8193, 0.10172, 0.188, -0.70233, 0.8, 1.0, -0.0934]",2989,1188,12.0,4533,9.999999999999518e-189,0.009999999966156971,17,50,893
189,2,"[-0.35825, -0.42255, -0.9457, -0.8171, 0.1006, 0.201, -0.693, 0.8, 1.0, -0.085]",2926,1201,12.0,4575,9.999999999999508e-190,0.009999999969541274,17,55,921
190,2,"[-0.35777, -0.42148, -0.94735, -0.81995, 0.1044, 0.184, -0.698, 0.8, 1.0, -0.0842]",2926,1184,12.0,4579,9.999999999999504e-191,0.009999999972587147,17,49,906
191,2,"[-0.35783, -0.41928, -0.94575, -0.82285, 0.1072, 0.161, -0.69833, 0.8, 1.0, -0.091]",2964,1161,12.0,4545,9.999999999999502e-192,0.009999999975328432,17,60,905
192,2,"[-0.35767, -0.42005, -0.94765, -0.8229, 0.10756, 0.164, -0.701, 0.8, 1.0, -0.0882]",2977,1164,12.0,4559,9.999999999999499e-193,0.009999999977795588,17,50,897
193,2,"[-0.35705, -0.41647, -0.9471, -0.82825, 0.11416, 0.125, -0.70733, 0.8, 1.0, -0.0922]",3038,1125,12.0,4539,9.999999999999487e-194,0.00999999998001603,17,60,878
194,2,"[-0.36001, -0.42649, -0.94785, -0.8149, 0.09488, 0.216, -0.70633, 0.8, 1.0, -0.0988]",2971,1216,12.0,4506,9.999999999999485e-195,0.009999999982014427,17,54,881
195,2,"[-0.35911, -0.4221, -0.94605, -0.82005, 0.10184, 0.18, -0.69933, 0.8, 1.0, -0.099]",2952,1180,12.0,4505,9.999999999999488e-196,0.009999999983812985,17,59,902
196,2,"[-0.35728, -0.41793, -0.94915, -0.82785, 0.11328, 0.133, -0.705, 0.8, 1.0, -0.0918]",3024,1133,12.0,4541,9.99999999999948e-197,0.009999999985431687,17,44,885
197,2,"[-0.36006, -0.42641, -0.9461, -0.8134, 0.09328, 0.227, -0.69167, 0.8, 1.0, -0.0964]",2931,1227,12.0,4518,9.99999999999948e-198,0.009999999986888518,17,51,925
198,2,"[-0.35917, -0.42349, -0.9459, -0.81725, 0.09892, 0.201, -0.69133, 0.8, 1.0, -0.094]",2930,1201,12.0,4530,9.999999999999483e-199,0.009999999988199667,17,52,926
199,2,"[-0.36123, -0.43006, -0.9474, -0.80975, 0.08728, 0.254, -0.69233, 0.8, 1.0, -0.101]",2918,1254,12.0,4495,9.999999999999472e-200,0.0099999999893797,17,43,923
200,2,"[-0.36054, -0.42764, -0.9442, -0.81, 0.08892, 0.251, -0.675, 0.8, 1.0, -0.095]",2841,1251,12.0,4525,9.999999999999472e-201,0.009999999990441731,17,47,975
201,2,"[-0.36193, -0.43027, -0.94355, -0.80685, 0.083, 0.267, -0.68567, 0.8, 1.0, -0.1056]",2876,1267,12.0,4472,9.999999999999472e-202,0.009999999991397559,17,62,943
202,2,"[-0.35986, -0.42248, -0.947, -0.82175, 0.10204, 0.168, -0.70767, 0.8, 1.0, -0.1096]",3044,1168,12.0,4452,9.999999999999461e-203,0.009999999992257803,17,61,877
203,2,"[-0.36017, -0.42097, -0.94605, -0.82445, 0.10412, 0.15, -0.70133, 0.8, 1.0, -0.1172]",3079,1150,12.0,4414,9.999999999999456e-204,0.009999999993032022,17,61,896
204,2,"[-0.36105, -0.424, -0.9482, -0.8223, 0.1002, 0.165, -0.71367, 0.8, 1.0, -0.1222]",3131,1165,12.0,4389,9.999999999999456e-205,0.00999999999372882,17,59,859
205,2,"[-0.36109, -0.42489, -0.9467, -0.8191, 0.09692, 0.188, -0.69867, 0.8, 1.0, -0.1166]",3067,1188,12.0,4417,9.99999999999946e-206,0.009999999994355939,17,54,904
206,2,"[-0.35804, -0.4164, -0.94515, -0.82845, 0.11236, 0.128, -0.68133, 0.8, 1.0, -0.1008]",2989,1128,12.0,4496,9.999999999999462e-207,0.009999999994920345,17,47,956
207,2,"[-0.36011, -0.42444, -0.9446, -0.81595, 0.09572, 0.208, -0.68767, 0.8, 1.0, -0.102]",2939,1208,12.0,4490,9.999999999999465e-208,0.00999999999542831,17,57,937
208,2,"[-0.36103, -0.4265, -0.94345, -0.8125, 0.09044, 0.227, -0.692, 0.8, 1.0, -0.107]",2961,1227,12.0,4465,9.999999999999465e-209,0.009999999995885479,17,69,924
209,2,"[-0.35925, -0.4212, -0.9474, -0.8235, 0.105, 0.156, -0.71133, 0.8, 1.0, -0.1066]",3052,1156,12.0,4467,9.999999999999463e-210,0.009999999996296931,17,62,866
210,2,"[-0.35703, -0.41464, -0.94575, -0.83055, 0.11648, 0.109, -0.70033, 0.8, 1.0, -0.0962]",3029,1109,12.0,4519,9.99999999999946e-211,0.009999999996667237,17,62,899
211,2,"[-0.3594, -0.42282, -0.9446, -0.81775, 0.09896, 0.195, -0.69067, 0.8, 1.0, -0.0982]",2974,1195,12.0,4509,9.99999999999945e-212,0.009999999997000514,17,60,928
212,2,"[-0.35981, -0.42402, -0.94675, -0.81835, 0.09872, 0.194, -0.696, 0.8, 1.0, -0.1022]",2985,1194,12.0,4489,9.999999999999452e-213,0.009999999997300463,17,51,912
213,2,"[-0.35997, -0.42392, -0.9454, -0.8175, 0.09756, 0.201, -0.683, 0.8, 1.0, -0.1018]",2946,1201,12.0,4491,9.999999999999452e-214,0.009999999997570418,17,47,951
214,2,"[-0.35859, -0.41984, -0.949, -0.8265, 0.10932, 0.145, -0.695, 0.8, 1.0, -0.1014]",3021,1145,12.0,4493,9.999999999999449e-215,0.009999999997813376,17,35,915
215,2,"[-0.35662, -0.41345, -0.95125, -0.8376, 0.12436, 0.068, -0.719, 0.8, 1.0, -0.1014]",3179,1068,12.0,4493,9.999999999999443e-216,0.009999999998032038,17,44,843
216,2,"[-0.35819, -0.41992, -0.94895, -0.8255, 0.10912, 0.149, -0.70267, 0.8, 1.0, -0.0968]",3033,1149,12.0,4516,9.99999999999944e-217,0.009999999998228834,17,43,892
217,2,"[-0.35896, -0.42266, -0.9458, -0.8184, 0.10048, 0.195, -0.68567, 0.8, 1.0, -0.0932]",2909,1195,12.0,4534,9.999999999999443e-218,0.00999999999840595,17,47,943
218,2,"[-0.35882, -0.42422, -0.9466, -0.8158, 0.09816, 0.209, -0.701, 0.8, 1.0, -0.0888]",2918,1209,12.0,4556,9.999999999999439e-219,0.009999999998565356,17,57,897
219,2,"[-0.35722, -0.41899, -0.9471, -0.82355, 0.10912, 0.159, -0.69933, 0.8, 1.0, -0.085]",2914,1159,12.0,4575,9.999999999999434e-220,0.009999999998708821,17,52,902
220,2,"[-0.35908, -0.42453, -0.94855, -0.81765, 0.09948, 0.196, -0.716, 0.8, 1.0, -0.0948]",3013,1196,12.0,4526,9.999999999999428e-221,0.009999999998837938,17,59,852
221,2,"[-0.35745, -0.41918, -0.95155, -0.8281, 0.1132, 0.13, -0.725, 0.8, 1.0, -0.0944]",3113,1130,12.0,4528,9.999999999999424e-222,0.009999999998954144,17,48,825
222,2,"[-0.35689, -0.41789, -0.94935, -0.82735, 0.11356, 0.135, -0.71033, 0.8, 1.0, -0.0876]",3039,1135,12.0,4562,9.999999999999422e-223,0.00999999999905873,17,48,869
223,2,"[-0.35916, -0.42426, -0.94585, -0.81565, 0.09732, 0.21, -0.696, 0.8, 1.0, -0.092]",2942,1210,12.0,4540,9.999999999999412e-224,0.009999999999152857,17,57,912
224,2,"[-0.36259, -0.43496, -0.9438, -0.79905, 0.07388, 0.321, -0.68133, 0.8, 1.0, -0.0984]",2799,1321,12.0,4508,9.999999999999412e-225,0.00999999999923757,17,56,956
225,2,"[-0.36321, -0.43488, -0.94225, -0.7989, 0.07248, 0.322, -0.671, 0.8, 1.0, -0.1044]",2764,1322,12.0,4478,9.999999999999415e-226,0.009999999999313813,17,56,987
226,2,"[-0.3618, -0.4301, -0.9484, -0.8118, 0.0882, 0.24, -0.7, 0.8, 1.0, -0.1102]",2923,1240,12.0,4449,9.999999999999409e-227,0.009999999999382432,17,44,900
227,2,"[-0.35864, -0.41784, -0.9532, -0.8348, 0.11752, 0.088, -0.728, 0.8, 1.0, -0.1164]",3191,1088,12.0,4418,9.999999999999412e-228,0.009999999999444188,17,40,816
228,2,"[-0.35716, -0.41366, -0.9538, -0.8408, 0.12648, 0.048, -0.732, 0.8, 1.0, -0.1116]",3300,1048,12.0,4442,9.99999999999941e-229,0.009999999999499768,17,40,804
229,2,"[-0.36142, -0.42742, -0.9494, -0.8174, 0.09456, 0.198, -0.72067, 0.8, 1.0, -0.1176]",3137,1198,12.0,4412,9.999999999999413e-230,0.009999999999549791,17,58,838
230,2,"[-0.36162, -0.42897, -0.94615, -0.81145, 0.0882, 0.239, -0.695, 0.8, 1.0, -0.1092]",2979,1239,12.0,4454,9.999999999999402e-231,0.009999999999594812,17,54,915
231,2,"[-0.35788, -0.42026, -0.94775, -0.823, 0.10724, 0.162, -0.70567, 0.8, 1.0, -0.091]",2952,1162,12.0,4545,9.999999999999402e-232,0.009999999999635332,17,54,883
232,2,"[-0.35773, -0.42313, -0.9491, -0.8183, 0.10284, 0.197, -0.70367, 0.8, 1.0, -0.0802]",2922,1197,12.0,4599,9.999999999999405e-233,0.0099999999996718,17,43,889
233,2,"[-0.35803, -0.42095, -0.9505, -0.82465, 0.1086, 0.153, -0.718, 0.8, 1.0, -0.0944]",3054,1153,12.0,4528,9.999999999999408e-234,0.00999999999970462,17,48,846
234,2,"[-0.36078, -0.42816, -0.9512, -0.81645, 0.09488, 0.208, -0.72167, 0.8, 1.0, -0.1082]",3116,1208,12.0,4459,9.999999999999402e-235,0.009999999999734159,17,47,835
235,2,"[-0.35925, -0.42342, -0.9476, -0.81925, 0.10076, 0.189, -0.69867, 0.8, 1.0, -0.0976]",2986,1189,12.0,4512,9.999999999999399e-236,0.009999999999760744,17,48,904
236,2,"[-0.35899, -0.42176, -0.94585, -0.8203, 0.10232, 0.181, -0.69, 0.8, 1.0, -0.0972]",2958,1181,12.0,4514,9.999999999999402e-237,0.009999999999784669,17,51,930
237,2,"[-0.35919, -0.42222, -0.944, -0.81795, 0.09956, 0.197, -0.67667, 0.8, 1.0, -0.0952]",2874,1197,12.0,4524,9.999999999999402e-238,0.009999999999806202,17,50,970
238,2,"[-0.36152, -0.42814, -0.94345, -0.8102, 0.08716, 0.246, -0.681, 0.8, 1.0, -0.1066]",2934,1246,12.0,4467,9.9999999999994e-239,0.009999999999825582,17,58,957
239,2,"[-0.35997, -0.4236, -0.9474, -0.82015, 0.1002, 0.182, -0.70033, 0.8, 1.0, -0.1068]",3047,1182,12.0,4466,9.9999999999994e-240,0.009999999999843023,17,51,899
240,2,"[-0.36045, -0.42655, -0.9467, -0.8145, 0.0936, 0.214, -0.71267, 0.8, 1.0, -0.1044]",3034,1214,12.0,4478,9.999999999999398e-241,0.00999999999985872,17,68,862
241,2,"[-0.36101, -0.42746, -0.94425, -0.81135, 0.08932, 0.233, -0.70233, 0.8, 1.0, -0.1056]",2981,1233,12.0,4472,9.9999999999994e-242,0.009999999999872848,17,74,893
242,2,"[-0.35881, -0.42118, -0.9458, -0.82105, 0.10344, 0.174, -0.69567, 0.8, 1.0, -0.0974]",2969,1174,12.0,4513,9.9999999999994e-243,0.009999999999885564,17,57,913
243,2,"[-0.35806, -0.41801, -0.9475, -0.8276, 0.11148, 0.139, -0.681, 0.8, 1.0, -0.0974]",2990,1139,12.0,4513,9.9999999999994e-244,0.009999999999897008,17,31,957
244,2,"[-0.35662, -0.41338, -0.94635, -0.83285, 0.1196, 0.098, -0.69133, 0.8, 1.0, -0.0942]",3028,1098,12.0,4529,9.999999999999398e-245,0.009999999999907307,17,49,926
245,2,"[-0.35705, -0.41724, -0.94505, -0.82465, 0.11056, 0.149, -0.69367, 0.8, 1.0, -0.0862]",2974,1149,12.0,4569,9.999999999999398e-246,0.009999999999916576,17,60,919
246,2,"[-0.35852, -0.42337, -0.9445, -0.8148, 0.09776, 0.213, -0.695, 0.8, 1.0, -0.0852]",2875,1213,12.0,4574,9.999999999999394e-247,0.009999999999924918,17,65,915
247,2,"[-0.35847, -0.42179, -0.9439, -0.81725, 0.10032, 0.2, -0.681, 0.8, 1.0, -0.0874]",2849,1200,12.0,4563,9.999999999999394e-248,0.009999999999932426,17,55,957
248,2,"[-0.35952, -0.42624, -0.94485, -0.8114, 0.09236, 0.241, -0.68133, 0.8, 1.0, -0.0874]",2811,1241,12.0,4563,9.99999999999939e-249,0.009999999999939183,17,49,956
249,2,"[-0.35798, -0.41918, -0.9458, -0.8234, 0.10744, 0.156, -0.70267, 0.8, 1.0, -0.094]",2975,1156,12.0,4530,9.999999999999386e-250,0.009999999999945264,17,64,892
250,2,"[-0.35853, -0.42083, -0.9479, -0.8233, 0.10624, 0.158, -0.71267, 0.8, 1.0, -0.0988]",3028,1158,12.0,4506,9.999999999999386e-251,0.009999999999950738,17,60,862
251,2,"[-0.35925, -0.4207, -0.94655, -0.82365, 0.10516, 0.154, -0.70867, 0.8, 1.0, -0.1072]",3053,1154,12.0,4464,9.99999999999939e-252,0.009999999999955664,17,65,874
252,2,"[-0.36001, -0.42361, -0.9461, -0.8189, 0.09888, 0.184, -0.71067, 0.8, 1.0, -0.1076]",3046,1184,12.0,4462,9.999999999999378e-253,0.009999999999960098,17,70,868
253,2,"[-0.36005, -0.42562, -0.94745, -0.8163, 0.0962, 0.206, -0.70567, 0.8, 1.0, -0.1018]",3007,1206,12.0,4491,9.99999999999937e-254,0.009999999999964088,17,56,883
254,2,"[-0.35943, -0.42146, -0.94855, -0.8245, 0.10564, 0.154, -0.705, 0.8, 1.0, -0.1082]",3085,1154,12.0,4459,9.99999999999937e-255,0.009999999999967679,17,48,885
255,2,"[-0.3583, -0.41885, -0.9493, -0.8282, 0.1116, 0.131, -0.705, 0.8, 1.0, -0.1024]",3087,1131,12.0,4488,9.999999999999371e-256,0.00999999999997091,17,43,885
256,2,"[-0.35513, -0.4121, -0.9478, -0.83385, 0.1236, 0.088, -0.711, 0.8, 1.0, -0.0822]",3047,1088,12.0,4589,9.999999999999368e-257,0.00999999999997382,17,59,867
257,2,"[-0.35752, -0.42016, -0.94545, -0.82015, 0.10512, 0.179, -0.69633, 0.8, 1.0, -0.0834]",2932,1179,12.0,4583,9.999999999999371e-258,0.009999999999976437,17,60,911
258,2,"[-0.35752, -0.42057, -0.94195, -0.81585, 0.1008, 0.206, -0.678, 0.8, 1.0, -0.077]",2834,1206,12.0,4615,9.999999999999368e-259,0.009999999999978793,17,65,966
259,2,"[-0.3585, -0.42347, -0.9425, -0.81255, 0.09556, 0.229, -0.67867, 0.8, 1.0, -0.0808]",2809,1229,12.0,4596,9.999999999999365e-260,0.009999999999980913,17,62,964
260,2,"[-0.35871, -0.42494, -0.94395, -0.8115, 0.09408, 0.234, -0.69433, 0.8, 1.0, -0.082]",2796,1234,12.0,4590,9.999999999999362e-261,0.009999999999982821,17,68,917
261,2,"[-0.35925, -0.42495, -0.9477, -0.8163, 0.0978, 0.201, -0.72233, 0.8, 1.0, -0.0958]",3017,1201,12.0,4521,9.999999999999362e-262,0.009999999999984539,17,71,833
262,2,"[-0.35786, -0.41879, -0.9489, -0.82705, 0.11132, 0.131, -0.72533, 0.8, 1.0, -0.0992]",3105,1131,12.0,4504,9.999999999999356e-263,0.009999999999986084,17,66,824
263,2,"[-0.35901, -0.42428, -0.948, -0.81745, 0.09944, 0.199, -0.70733, 0.8, 1.0, -0.093]",2992,1199,12.0,4535,9.999999999999358e-264,0.009999999999987476,17,54,878
264,2,"[-0.36059, -0.42619, -0.9447, -0.8135, 0.09232, 0.221, -0.69833, 0.8, 1.0, -0.104]",2960,1221,12.0,4480,9.999999999999348e-265,0.009999999999988728,17,67,905
265,2,"[-0.35977, -0.42544, -0.94425, -0.8129, 0.09336, 0.228, -0.68633, 0.8, 1.0, -0.0936]",2890,1228,12.0,4532,9.999999999999346e-266,0.009999999999989856,17,58,941
266,2,"[-0.36098, -0.42907, -0.94495, -0.80875, 0.0868, 0.257, -0.687, 0.8, 1.0, -0.0982]",2868,1257,12.0,4509,9.999999999999346e-267,0.00999999999999087,17,54,939
267,2,"[-0.3602, -0.42453, -0.9501, -0.82145, 0.10104, 0.173, -0.71933, 0.8, 1.0, -0.1114]",3093,1173,12.0,4443,9.999999999999346e-268,0.009999999999991783,17,52,842
268,2,"[-0.35966, -0.41963, -0.9481, -0.82815, 0.10884, 0.126, -0.713, 0.8, 1.0, -0.118]",3173,1126,12.0,4410,9.999999999999339e-269,0.009999999999992605,17,59,861
269,2,"[-0.35876, -0.41721, -0.9483, -0.8314, 0.11388, 0.107, -0.70633, 0.8, 1.0, -0.1134]",3170,1107,12.0,4433,9.999999999999334e-270,0.009999999999993344,17,51,881
270,2,"[-0.35913, -0.41973, -0.94775, -0.82655, 0.10828, 0.143, -0.69167, 0.8, 1.0, -0.1076]",3068,1143,12.0,4462,9.999999999999324e-271,0.00999999999999401,17,40,925
