,Agenda_issue,Belieftruth_tree,Burnt,Camp_site,Chosen_instrument,Empty,Firefighters,Prevention,Run_number,Thick_forest,Thin_forest
33,2,"[-0.35983, -0.42495, -0.9483, -0.81805, 0.09839, 0.196, -0.70633, 0.80837, 1.0, -0.1102]",3077,1196,12.0,4449,9.999999999999898e-34,0.009581321893578113,17,51,881
34,2,"[-0.35681, -0.41665, -0.9463, -0.8266, 0.11299, 0.139, -0.693, 0.80754, 1.0, -0.0934]",2991,1139,12.0,4533,9.999999999999895e-35,0.009623189704220301,17,51,921
35,2,"[-0.35852, -0.42497, -0.94645, -0.81355, 0.09652, 0.224, -0.7, 0.80678, 1.0, -0.0888]",2913,1224,12.0,4556,9.999999999999895e-36,0.00966087073379827,17,57,900
36,2,"[-0.35519, -0.41491, -0.94585, -0.8264, 0.11602, 0.136, -0.703, 0.8061, 1.0, -0.0772]",2929,1136,12.0,4614,9.999999999999889e-37,0.009694783660418444,17,64,891
37,2,"[-0.3558, -0.41782, -0.9489, -0.82485, 0.11326, 0.148, -0.71833, 0.80549, 1.0, -0.0794]",2977,1148,12.0,4603,9.999999999999886e-38,0.0097253052943766,17,59,845
38,2,"[-0.35579, -0.41649, -0.94805, -0.82665, 0.11507, 0.137, -0.70967, 0.80494, 1.0, -0.0814]",2987,1137,12.0,4593,9.99999999999988e-39,0.009752774764938939,17,56,871
39,2,"[-0.35635, -0.41668, -0.9474, -0.82675, 0.11405, 0.139, -0.69733, 0.80445, 1.0, -0.0856]",2980,1139,12.0,4572,9.999999999999877e-40,0.009777497288445045,17,48,908
40,2,"[-0.35686, -0.41938, -0.9462, -0.82115, 0.10744, 0.174, -0.69633, 0.80401, 1.0, -0.0818]",2917,1174,12.0,4591,9.999999999999877e-41,0.00979974755960054,17,55,911
41,2,"[-0.3583, -0.42165, -0.94525, -0.81855, 0.10196, 0.19, -0.694, 0.8036, 1.0, -0.092]",2915,1190,12.0,4540,9.999999999999879e-42,0.009819772803640487,17,59,918
42,2,"[-0.35806, -0.42136, -0.94605, -0.81945, 0.10333, 0.183, -0.70233, 0.80324, 1.0, -0.0912]",2939,1183,12.0,4544,9.999999999999871e-43,0.009837795523276438,17,62,893
43,2,"[-0.35779, -0.4188, -0.94545, -0.82345, 0.10786, 0.157, -0.69633, 0.80292, 1.0, -0.0946]",2953,1157,12.0,4527,9.999999999999871e-44,0.009854015970948794,17,60,911
44,2,"[-0.35968, -0.4242, -0.9459, -0.81685, 0.09749, 0.201, -0.69933, 0.80263, 1.0, -0.1022]",2982,1201,12.0,4489,9.999999999999871e-45,0.009868614373853914,17,60,902
45,2,"[-0.35966, -0.42301, -0.9487, -0.822, 0.10267, 0.175, -0.693, 0.80236, 1.0, -0.107]",3030,1175,12.0,4465,9.999999999999874e-46,0.009881752936468523,17,35,921
46,2,"[-0.35882, -0.4191, -0.94655, -0.826, 0.10835, 0.142, -0.69767, 0.80213, 1.0, -0.1076]",3028,1142,12.0,4462,9.999999999999874e-47,0.009893577642821672,17,54,907
47,2,"[-0.3582, -0.41502, -0.9479, -0.83425, 0.11786, 0.089, -0.70067, 0.80192, 1.0, -0.114]",3119,1089,12.0,4430,9.999999999999866e-48,0.009904219878539504,17,48,898
48,2,"[-0.35839, -0.41554, -0.9463, -0.832, 0.11522, 0.103, -0.693, 0.80172, 1.0, -0.1124]",3133,1103,12.0,4438,9.999999999999866e-49,0.009913797890685553,17,51,921
49,2,"[-0.36042, -0.42195, -0.9442, -0.82115, 0.10031, 0.176, -0.677, 0.80155, 1.0, -0.1142]",3025,1176,12.0,4429,9.999999999999857e-50,0.009922418101616998,17,49,969
50,2,"[-0.36169, -0.42751, -0.94435, -0.8127, 0.08932, 0.232, -0.679, 0.8014, 1.0, -0.1128]",2934,1232,12.0,4436,9.999999999999849e-51,0.009930176291455298,17,50,963
51,2,"[-0.35883, -0.42118, -0.9472, -0.8225, 0.10485, 0.168, -0.694, 0.80126, 1.0, -0.0998]",2949,1168,12.0,4501,9.999999999999852e-52,0.009937158662309768,17,46,918
52,2,"[-0.35862, -0.41897, -0.94745, -0.82675, 0.10951, 0.141, -0.69167, 0.80113, 1.0, -0.1042]",3026,1141,12.0,4479,9.999999999999852e-53,0.00994344279607879,17,42,925
53,2,"[-0.3584, -0.41817, -0.95035, -0.8308, 0.114, 0.114, -0.711, 0.80102, 1.0, -0.1086]",3111,1114,12.0,4457,9.999999999999855e-54,0.009949098516470911,17,42,867
54,2,"[-0.35959, -0.42434, -0.9531, -0.8236, 0.10442, 0.163, -0.72633, 0.80092, 1.0, -0.108]",3152,1163,12.0,4460,9.999999999999855e-55,0.00995418866482382,17,39,821
55,2,"[-0.35755, -0.41789, -0.94975, -0.82905, 0.11396, 0.124, -0.712, 0.80082, 1.0, -0.0976]",3057,1124,12.0,4512,9.99999999999985e-56,0.009958769798341437,17,47,864
56,2,"[-0.35767, -0.41887, -0.9478, -0.8254, 0.11007, 0.148, -0.7, 0.80074, 1.0, -0.0928]",2967,1148,12.0,4536,9.999999999999853e-57,0.009962892818507294,17,48,900
57,2,"[-0.35804, -0.4206, -0.9462, -0.8211, 0.10501, 0.174, -0.69733, 0.80067, 1.0, -0.0904]",2969,1174,12.0,4548,9.999999999999851e-58,0.009966603536656564,17,56,908
58,2,"[-0.35806, -0.42116, -0.9454, -0.8192, 0.10308, 0.187, -0.691, 0.8006, 1.0, -0.0872]",2882,1187,12.0,4564,9.999999999999848e-59,0.009969943182990907,17,55,927
59,2,"[-0.35985, -0.4272, -0.94475, -0.81005, 0.09035, 0.246, -0.69267, 0.80054, 1.0, -0.0906]",2872,1246,12.0,4547,9.99999999999984e-60,0.009972948864691817,17,61,922
60,2,"[-0.35955, -0.42503, -0.9464, -0.81545, 0.09634, 0.209, -0.70667, 0.80049, 1.0, -0.097]",2933,1209,12.0,4515,9.999999999999837e-61,0.009975653978222636,17,64,880
61,2,"[-0.3585, -0.42088, -0.9482, -0.82345, 0.10645, 0.159, -0.70867, 0.80044, 1.0, -0.0984]",3011,1159,12.0,4508,9.999999999999831e-62,0.009978088580400373,17,54,874
62,2,"[-0.35881, -0.42021, -0.9475, -0.8247, 0.10708, 0.153, -0.697, 0.80039, 1.0, -0.1026]",3034,1153,12.0,4487,9.999999999999828e-63,0.009980279722360336,17,47,909
63,2,"[-0.36083, -0.42608, -0.94835, -0.81785, 0.09619, 0.196, -0.71067, 0.80035, 1.0, -0.1124]",3058,1196,12.0,4438,9.999999999999821e-64,0.009982251750124302,17,55,868
64,2,"[-0.36023, -0.42338, -0.94795, -0.82165, 0.10118, 0.172, -0.704, 0.80032, 1.0, -0.1122]",3067,1172,12.0,4439,9.999999999999816e-65,0.009984026575111871,17,51,888
65,2,"[-0.35816, -0.41856, -0.94685, -0.82605, 0.10974, 0.144, -0.69267, 0.80029, 1.0, -0.0982]",3024,1144,12.0,4509,9.999999999999816e-66,0.009985623917600684,17,47,922
66,2,"[-0.35804, -0.418, -0.9478, -0.8279, 0.11181, 0.132, -0.698, 0.80026, 1.0, -0.1]",3029,1132,12.0,4500,9.999999999999818e-67,0.009987061525840616,17,46,906
67,2,"[-0.35742, -0.41766, -0.9485, -0.828, 0.11317, 0.132, -0.70067, 0.80023, 1.0, -0.0936]",3020,1132,12.0,4532,9.99999999999981e-68,0.009988355373256555,17,44,898
68,2,"[-0.36028, -0.42665, -0.9469, -0.81415, 0.0936, 0.221, -0.7, 0.80021, 1.0, -0.1004]",2964,1221,12.0,4498,9.999999999999813e-69,0.0099895198359309,17,54,900
69,2,"[-0.35931, -0.42601, -0.9467, -0.8133, 0.09468, 0.223, -0.70967, 0.80019, 1.0, -0.0908]",2946,1223,12.0,4546,9.999999999999809e-70,0.00999056785233781,17,65,871
70,2,"[-0.35677, -0.41642, -0.94795, -0.82865, 0.11511, 0.122, -0.714, 0.80017, 1.0, -0.0904]",3013,1122,12.0,4548,9.999999999999812e-71,0.009991511067104029,17,61,858
71,2,"[-0.35735, -0.41745, -0.9466, -0.8264, 0.11171, 0.133, -0.717, 0.80015, 1.0, -0.094]",3037,1133,12.0,4530,9.999999999999802e-72,0.009992359960393625,17,73,849
72,2,"[-0.35818, -0.42046, -0.9445, -0.81995, 0.10359, 0.176, -0.703, 0.80014, 1.0, -0.0916]",2960,1176,12.0,4542,9.999999999999796e-73,0.009993123964354263,17,73,891
73,2,"[-0.35973, -0.4243, -0.9455, -0.81635, 0.0969, 0.206, -0.69167, 0.80012, 1.0, -0.0986]",2942,1206,12.0,4507,9.999999999999791e-74,0.009993811567918837,17,55,925
74,2,"[-0.35783, -0.42148, -0.94795, -0.82065, 0.10498, 0.179, -0.703, 0.80011, 1.0, -0.0862]",2934,1179,12.0,4569,9.999999999999782e-75,0.009994430411126954,17,50,891
75,2,"[-0.35821, -0.42234, -0.9473, -0.81905, 0.10262, 0.19, -0.69767, 0.8001, 1.0, -0.0872]",2913,1190,12.0,4564,9.999999999999774e-76,0.009994987370014259,17,49,907
76,2,"[-0.36041, -0.42938, -0.9485, -0.81055, 0.08974, 0.248, -0.70167, 0.80009, 1.0, -0.0944]",2913,1248,12.0,4528,9.999999999999774e-77,0.009995488633012833,17,45,895
77,2,"[-0.3594, -0.4257, -0.9467, -0.8141, 0.0953, 0.222, -0.69667, 0.80008, 1.0, -0.0912]",2897,1222,12.0,4544,9.999999999999777e-78,0.00999593976971155,17,52,910
78,2,"[-0.35891, -0.4227, -0.9467, -0.8191, 0.10129, 0.187, -0.70167, 0.80007, 1.0, -0.0952]",2945,1187,12.0,4524,9.999999999999781e-79,0.009996345792740394,17,57,895
79,2,"[-0.35819, -0.41756, -0.9479, -0.82915, 0.11277, 0.122, -0.70367, 0.80007, 1.0, -0.104]",3036,1122,12.0,4480,9.999999999999778e-80,0.009996711213466354,17,51,889
80,2,"[-0.35774, -0.41714, -0.94925, -0.83045, 0.11497, 0.114, -0.71067, 0.80006, 1.0, -0.1014]",3086,1114,12.0,4493,9.99999999999977e-81,0.009997040092119719,17,49,868
81,2,"[-0.35862, -0.41854, -0.94685, -0.827, 0.10977, 0.136, -0.69767, 0.80005, 1.0, -0.1048]",3087,1136,12.0,4476,9.999999999999766e-82,0.009997336082907747,17,52,907
82,2,"[-0.3569, -0.4129, -0.94345, -0.83145, 0.11765, 0.104, -0.682, 0.80005, 1.0, -0.096]",3025,1104,12.0,4520,9.999999999999766e-83,0.009997602474616972,17,59,954
83,2,"[-0.35815, -0.41865, -0.94395, -0.82295, 0.10665, 0.16, -0.68733, 0.80004, 1.0, -0.0946]",2949,1160,12.0,4527,9.999999999999763e-84,0.009997842227155275,17,61,938
84,2,"[-0.35876, -0.42093, -0.94295, -0.8186, 0.10109, 0.19, -0.67767, 0.80004, 1.0, -0.093]",2900,1190,12.0,4535,9.999999999999763e-85,0.009998058004439748,17,58,967
85,2,"[-0.36052, -0.42677, -0.94415, -0.81165, 0.09061, 0.239, -0.67767, 0.80003, 1.0, -0.098]",2844,1239,12.0,4510,9.999999999999763e-86,0.009998252203995773,17,50,967
86,2,"[-0.36135, -0.426, -0.9434, -0.8141, 0.09141, 0.224, -0.66867, 0.80003, 1.0, -0.1098]",2886,1224,12.0,4451,9.99999999999976e-87,0.009998426983596195,17,46,994
87,2,"[-0.36218, -0.42961, -0.94455, -0.8097, 0.08533, 0.252, -0.68033, 0.80003, 1.0, -0.1114]",2929,1252,12.0,4443,9.999999999999749e-88,0.009998584285236575,17,50,959
88,2,"[-0.36077, -0.42529, -0.94595, -0.8169, 0.09537, 0.201, -0.69867, 0.80003, 1.0, -0.1104]",3016,1201,12.0,4448,9.999999999999747e-89,0.009998725856712918,17,59,904
89,2,"[-0.36184, -0.42881, -0.94755, -0.8136, 0.08992, 0.225, -0.70333, 0.80002, 1.0, -0.1148]",3044,1225,12.0,4426,9.999999999999744e-90,0.009998853271041625,17,53,890
90,2,"[-0.35875, -0.41817, -0.94855, -0.8297, 0.1122, 0.119, -0.706, 0.80002, 1.0, -0.1102]",3103,1119,12.0,4449,9.99999999999974e-91,0.009998967943937462,17,49,882
91,2,"[-0.35896, -0.41926, -0.947, -0.8264, 0.10848, 0.141, -0.69567, 0.80002, 1.0, -0.1068]",3037,1141,12.0,4466,9.999999999999743e-92,0.009999071149543716,17,49,913
92,2,"[-0.35949, -0.42221, -0.9457, -0.82025, 0.10128, 0.181, -0.69, 0.80002, 1.0, -0.1022]",2988,1181,12.0,4489,9.999999999999743e-93,0.009999164034589345,17,52,930
93,2,"[-0.3591, -0.42183, -0.94705, -0.8216, 0.1034, 0.174, -0.693, 0.80002, 1.0, -0.0998]",2996,1174,12.0,4501,9.99999999999974e-94,0.009999247631130411,17,46,921
94,2,"[-0.35963, -0.42428, -0.94415, -0.81485, 0.0956, 0.218, -0.67667, 0.80001, 1.0, -0.0942]",2849,1218,12.0,4529,9.999999999999741e-95,0.00999932286801737,17,49,970
95,2,"[-0.35875, -0.42118, -0.9472, -0.82235, 0.10484, 0.168, -0.697, 0.80001, 1.0, -0.098]",2997,1168,12.0,4510,9.999999999999739e-96,0.009999390581215633,17,49,909
96,2,"[-0.35975, -0.42592, -0.94645, -0.8141, 0.0946, 0.22, -0.701, 0.80001, 1.0, -0.0954]",2956,1220,12.0,4523,9.999999999999729e-97,0.00999945152309407,17,58,897
97,2,"[-0.35961, -0.42671, -0.9447, -0.8105, 0.09128, 0.244, -0.68933, 0.80001, 1.0, -0.088]",2864,1244,12.0,4560,9.999999999999729e-98,0.009999506370784662,17,58,932
98,2,"[-0.35969, -0.42534, -0.94635, -0.81505, 0.09568, 0.215, -0.69633, 0.80001, 1.0, -0.0958]",2912,1215,12.0,4521,9.999999999999731e-99,0.009999555733706195,17,54,911
99,2,"[-0.35898, -0.42185, -0.94455, -0.8188, 0.10084, 0.188, -0.69033, 0.80001, 1.0, -0.0958]",2921,1188,12.0,4521,9.999999999999728e-100,0.009999600160335576,17,60,929
100,2,"[-0.35952, -0.42217, -0.94645, -0.82115, 0.10212, 0.174, -0.698, 0.80001, 1.0, -0.1044]",3036,1174,12.0,4478,9.999999999999726e-101,0.009999640144302019,17,55,906
101,2,"[-0.36376, -0.43521, -0.9445, -0.8016, 0.07408, 0.301, -0.695, 0.80001, 1.0, -0.1156]",2953,1301,12.0,4422,9.999999999999726e-102,0.009999676129871817,17,65,915
102,2,"[-0.36369, -0.43301, -0.9443, -0.80565, 0.07828, 0.275, -0.69067, 0.80001, 1.0, -0.1212]",2962,1275,12.0,4394,9.99999999999972e-103,0.009999708516884635,17,62,928
103,2,"[-0.3615, -0.42528, -0.94415, -0.8166, 0.0936, 0.203, -0.68667, 0.80001, 1.0, -0.1172]",2991,1203,12.0,4414,9.999999999999716e-104,0.009999737665196172,17,59,940
104,2,"[-0.35939, -0.42006, -0.94585, -0.8245, 0.10572, 0.152, -0.693, 0.8, 1.0, -0.1086]",2988,1152,12.0,4457,9.999999999999716e-105,0.009999763898676555,17,54,921
105,2,"[-0.35905, -0.4205, -0.94975, -0.82685, 0.10876, 0.137, -0.717, 0.8, 1.0, -0.1088]",3119,1137,12.0,4456,9.999999999999719e-106,0.009999787508808899,17,52,849
106,2,"[-0.35735, -0.41483, -0.9501, -0.83515, 0.12044, 0.083, -0.71533, 0.8, 1.0, -0.1052]",3169,1083,12.0,4474,9.999999999999715e-107,0.00999980875792801,17,48,854
107,2,"[-0.35895, -0.42122, -0.9478, -0.82325, 0.10536, 0.162, -0.701, 0.8, 1.0, -0.1014]",3031,1162,12.0,4493,9.999999999999713e-108,0.009999827882135208,17,49,897
108,2,"[-0.35996, -0.42408, -0.946, -0.81775, 0.09784, 0.201, -0.682, 0.8, 1.0, -0.1014]",2927,1201,12.0,4493,9.999999999999704e-109,0.009999845093921687,17,42,954
109,2,"[-0.35922, -0.4227, -0.94735, -0.8204, 0.10196, 0.184, -0.689, 0.8, 1.0, -0.0982]",2902,1184,12.0,4509,9.9999999999997e-110,0.009999860584529518,17,40,933
110,2,"[-0.35737, -0.41607, -0.9471, -0.8297, 0.11496, 0.12, -0.69333, 0.8, 1.0, -0.096]",2977,1120,12.0,4520,9.999999999999702e-111,0.009999874526076567,17,46,920
111,2,"[-0.35915, -0.42155, -0.95025, -0.82545, 0.10716, 0.148, -0.71533, 0.8, 1.0, -0.1068]",3104,1148,12.0,4466,9.999999999999696e-112,0.00999988707346891,17,47,854
112,2,"[-0.3621, -0.42942, -0.94885, -0.8142, 0.09, 0.223, -0.706, 0.8, 1.0, -0.1176]",3103,1223,12.0,4412,9.999999999999693e-113,0.00999989836612202,17,47,882
113,2,"[-0.35768, -0.4139, -0.94525, -0.8328, 0.11744, 0.101, -0.676, 0.8, 1.0, -0.1036]",3055,1101,12.0,4482,9.999999999999693e-114,0.009999908529509818,17,41,972
114,2,"[-0.35851, -0.41779, -0.94565, -0.8271, 0.11008, 0.139, -0.67867, 0.8, 1.0, -0.1024]",3022,1139,12.0,4488,9.999999999999687e-115,0.009999917676558836,17,41,964
115,2,"[-0.36081, -0.42561, -0.94495, -0.81535, 0.09372, 0.217, -0.675, 0.8, 1.0, -0.106]",2937,1217,12.0,4470,9.999999999999676e-116,0.009999925908902953,17,42,975
116,2,"[-0.36103, -0.42549, -0.94545, -0.81655, 0.09448, 0.206, -0.68733, 0.8, 1.0, -0.1114]",2969,1206,12.0,4443,9.999999999999676e-117,0.009999933318012657,17,51,938
117,2,"[-0.35784, -0.41529, -0.94515, -0.83025, 0.11456, 0.112, -0.69333, 0.8, 1.0, -0.1034]",3018,1112,12.0,4483,9.999999999999667e-118,0.009999939986211391,17,59,920
118,2,"[-0.3597, -0.42129, -0.94375, -0.82055, 0.10116, 0.177, -0.683, 0.8, 1.0, -0.1056]",2977,1177,12.0,4472,9.999999999999667e-119,0.009999945987590252,17,58,951
119,2,"[-0.3602, -0.4245, -0.9458, -0.8172, 0.0968, 0.202, -0.68867, 0.8, 1.0, -0.104]",2968,1202,12.0,4480,9.999999999999663e-120,0.009999951388831228,17,50,934
120,2,"[-0.35845, -0.41712, -0.94485, -0.8275, 0.1106, 0.133, -0.68333, 0.8, 1.0, -0.1038]",3035,1133,12.0,4481,9.999999999999658e-121,0.009999956249948105,17,51,950
121,2,"[-0.35798, -0.41823, -0.94515, -0.82465, 0.10868, 0.155, -0.67633, 0.8, 1.0, -0.0932]",2953,1155,12.0,4534,9.999999999999647e-122,0.009999960624953294,17,42,971
122,2,"[-0.36077, -0.42582, -0.94405, -0.81395, 0.0924, 0.22, -0.688, 0.8, 1.0, -0.1058]",2972,1220,12.0,4471,9.999999999999647e-123,0.009999964562457966,17,61,936
123,2,"[-0.36022, -0.42267, -0.9435, -0.8186, 0.09816, 0.188, -0.68733, 0.8, 1.0, -0.1084]",3012,1188,12.0,4458,9.999999999999645e-124,0.009999968106212169,17,64,938
124,2,"[-0.35989, -0.42296, -0.9452, -0.81905, 0.09928, 0.188, -0.68967, 0.8, 1.0, -0.1046]",2992,1188,12.0,4477,9.999999999999645e-125,0.009999971295590953,17,55,931
125,2,"[-0.36067, -0.42481, -0.94375, -0.81545, 0.09412, 0.21, -0.686, 0.8, 1.0, -0.1072]",2940,1210,12.0,4464,9.999999999999645e-126,0.009999974166031857,17,61,942
126,2,"[-0.36164, -0.42732, -0.9438, -0.81245, 0.08916, 0.228, -0.69233, 0.8, 1.0, -0.1128]",2982,1228,12.0,4436,9.999999999999642e-127,0.00999997674942867,17,67,923
127,2,"[-0.35988, -0.42166, -0.94615, -0.8226, 0.10284, 0.162, -0.703, 0.8, 1.0, -0.1114]",3054,1162,12.0,4443,9.999999999999635e-128,0.009999979074485804,17,62,891
128,2,"[-0.35693, -0.4116, -0.94425, -0.8349, 0.12104, 0.082, -0.68433, 0.8, 1.0, -0.1016]",3031,1082,12.0,4492,9.999999999999635e-129,0.009999981167037224,17,56,947
129,2,"[-0.35932, -0.41837, -0.9461, -0.828, 0.10936, 0.129, -0.69367, 0.8, 1.0, -0.1136]",3088,1129,12.0,4432,9.999999999999628e-130,0.009999983050333502,17,53,919
130,2,"[-0.35941, -0.41941, -0.9463, -0.8263, 0.10748, 0.141, -0.693, 0.8, 1.0, -0.1114]",3066,1141,12.0,4443,9.999999999999624e-131,0.009999984745300151,17,51,921
131,2,"[-0.36011, -0.42324, -0.94275, -0.8165, 0.09628, 0.205, -0.67333, 0.8, 1.0, -0.1026]",2925,1205,12.0,4487,9.999999999999624e-132,0.009999986270770136,17,55,980
132,2,"[-0.3602, -0.42502, -0.94385, -0.8142, 0.0938, 0.22, -0.68167, 0.8, 1.0, -0.0998]",2878,1220,12.0,4501,9.999999999999624e-133,0.009999987643693123,17,56,955
133,2,"[-0.35888, -0.42192, -0.94285, -0.81675, 0.099, 0.198, -0.69, 0.8, 1.0, -0.0928]",2872,1198,12.0,4536,9.999999999999621e-134,0.009999988879323811,17,71,930
134,2,"[-0.35831, -0.42061, -0.94675, -0.82215, 0.10552, 0.163, -0.713, 0.8, 1.0, -0.0958]",2993,1163,12.0,4521,9.999999999999625e-135,0.00999998999139143,17,68,861
